0,0,-20,0,0,1,1,0,1,20,0,0,1,1,1
0.1,0,-18.9674,-0.252373,0.971405,-0.237428,1,0,1,19.7874,1.04147,-0.2,0.979796,1,1
0.2,0,-17.9349,-0.504746,0.971405,-0.237428,1,0,1,19.5748,2.08294,-0.2,0.979796,1,1
0.3,0,-16.9023,-0.757119,0.971405,-0.237428,1,0,1,18.5307,2.28192,-0.982323,0.187196,1,1
0.4,0,-15.8698,-1.00949,0.971405,-0.237428,1,0,1,17.4716,2.37302,-0.99632,0.0857076,1,1
0.5,0,-14.8372,-1.26186,0.971405,-0.237428,1,0,1,16.4115,2.45065,-0.99733,0.0730328,1,1
0.6,0,-13.8047,-1.51424,0.971405,-0.237428,1,0,1,15.3513,2.52637,-0.99746,0.0712333,1,1
0.7,0,-12.7721,-1.76661,0.971405,-0.237428,1,0,1,14.291,2.60177,-0.997481,0.0709357,1,1
0.8,0,-11.7396,-2.01898,0.971405,-0.237428,1,0,1,13.2307,2.6771,-0.997485,0.0708768,1,1
0.9,0,-10.707,-2.27136,0.971405,-0.237428,1,0,1,12.1705,2.75243,-0.997486,0.0708622,1,1
1,0,-9.6745,-2.52373,0.971405,-0.237428,1,0,1,11.1102,2.82774,-0.997486,0.0708574,1,1
1.1,0,-8.64195,-2.7761,0.971405,-0.237428,1,0,1,10.0499,2.90306,-0.997487,0.0708551,1,1
1.2,0,-7.60358,-2.54885,0.976879,0.213793,1,0,1,8.98965,2.97837,-0.997487,0.0708529,1,1
1.3,0,-6.57848,-2.26776,0.964401,0.264444,1,0,1,7.92937,3.05364,-0.99749,0.0708083,1,1
1.4,0,-5.55537,-1.97949,0.962522,0.271205,1,0,1,6.8668,3.02548,-0.999649,-0.0264929,1,1
1.5,0,-4.53258,-1.6901,0.962225,0.272254,1,0,1,5.80469,2.98348,-0.999219,-0.039507,1,1
1.6,0,-3.50984,-1.4005,0.962171,0.272448,1,0,1,4.74266,2.93935,-0.999138,-0.0415192,1,1
1.7,0,-2.48712,-1.11085,0.962158,0.272491,1,0,1,3.68065,2.89483,-0.999122,-0.0418873,1,1
1.8,0,-1.4644,-0.821198,0.962155,0.272504,1,0,1,2.61864,2.85022,-0.999119,-0.0419697,1,1
1.9,0,-0.441687,-0.531536,0.962153,0.272509,1,0,1,1.55663,2.80558,-0.999118,-0.0419935,1,1
2,0,0.581028,-0.241869,0.962152,0.272513,1,0,1,0.494624,2.76093,-0.999117,-0.0420031,1,1
2.1,0,0.581028,-0.241869,0,1,1,1,1,-0.567382,2.71628,-0.999117,-0.0420097,1,1
2.2,0,1.4591,0.0502894,0.948855,0.315712,1,1,1,-0.567382,2.71628,0,1,1,0
2.3,0,2.33716,0.342448,0.948855,0.315712,1,1,1,-1.47742,2.54839,-0.983405,-0.181427,1,0
2.4,0,3.21523,0.634607,0.948855,0.315712,1,1,1,-2.38746,2.38049,-0.983405,-0.181427,1,0
2.5,0,4.0933,0.926766,0.948855,0.315712,1,1,1,-3.2975,2.2126,-0.983404,-0.181427,1,0
2.6,0,4.97137,1.21892,0.948855,0.315712,1,1,1,-4.20754,2.04471,-0.983404,-0.181427,1,0
2.7,0,5.84944,1.51108,0.948855,0.315712,1,1,1,-5.11758,1.87682,-0.983404,-0.181427,1,0
2.8,0,6.7275,1.80324,0.948855,0.315712,1,1,1,-6.02762,1.70893,-0.983404,-0.181427,1,0
2.9,0,7.60557,2.0954,0.948855,0.315712,1,1,1,-6.93766,1.54104,-0.983404,-0.181427,1,0
3,0,8.48364,2.38756,0.948855,0.315712,1,1,1,-7.8477,1.37314,-0.983404,-0.181427,1,0
3.1,0,9.36171,2.67972,0.948855,0.315712,1,1,1,-8.75774,1.20525,-0.983404,-0.181427,1,0
3.2,0,10.2398,2.97188,0.948855,0.315712,1,1,1,-9.66778,1.03736,-0.983404,-0.181427,1,0
3.3,0,11.1178,3.26403,0.948855,0.315712,1,1,1,-10.5778,0.869468,-0.983404,-0.181427,1,0
3.4,0,11.9118,2.78869,0.857987,-0.513671,1,1,1,-11.4879,0.701577,-0.983405,-0.181427,1,0
3.5,0,12.6732,2.26273,0.822783,-0.568355,1,1,1,-12.4093,0.616543,-0.995769,-0.0918885,1,0
3.6,0,13.4314,1.73215,0.819305,-0.573358,1,1,1,-13.3316,0.540529,-0.996621,-0.0821422,1,0
3.7,0,14.1893,1.20109,0.818944,-0.573874,1,1,1,-14.254,0.465611,-0.996718,-0.0809573,1,0
3.8,0,14.9471,0.669969,0.818902,-0.573934,1,1,1,-15.1763,0.390845,-0.996731,-0.0807934,1,0
3.9,0,15.7049,0.138845,0.818896,-0.573941,1,1,1,-16.0987,0.316104,-0.996733,-0.0807671,1,0
4,0,16.4627,-0.39228,0.818896,-0.573942,1,1,1,-17.0211,0.241367,-0.996733,-0.0807621,1,0
4.1,0,17.2205,-0.923405,0.818895,-0.573943,1,1,1,-17.9435,0.166631,-0.996734,-0.0807609,1,0
4.2,0,17.9783,-1.45453,0.818895,-0.573943,1,1,1,-18.8658,0.0918951,-0.996734,-0.0807606,1,0
4.3,0,18.7361,-1.98565,0.818895,-0.573943,1,1,1,-19.7882,0.0171596,-0.996734,-0.0807604,1,0
4.4,0,19.4939,-2.51678,0.818896,-0.573943,1,1,1,-20.7106,-0.0575758,-0.996734,-0.0807603,1,0
4.5,0,20.2517,-3.0479,0.818896,-0.573942,1,1,1,-20.9224,-0.0747354,-0.996734,-0.0807599,1,0
4.6,0,21.0095,-3.57903,0.818897,-0.573941,1,1,1,-20.6099,-0.945783,0.33766,-0.941268,1,0
4.7,0,20.9333,-2.65677,-0.0822979,0.996608,1,1,1,-20.2615,-1.80308,0.376527,-0.926406,1,0
4.8,0,20.6821,-1.76612,-0.271466,0.962448,1,1,1,-19.8986,-2.65436,0.39212,-0.919914,1,0
4.9,0,20.3754,-0.893035,-0.331447,0.943474,1,1,1,-19.5147,-3.49639,0.41481,-0.909908,1,0
